173;2023-06-30 17:10:53.000172;2023-06-30 17:10:53.000172;23;5;;Italy;D;Gatti;Juventus
174;2023-06-30 17:10:53.000173;2023-06-30 17:10:53.000173;27;5;;Italy;D;Birindelli;Monza
175;2023-06-30 17:10:53.000174;2023-06-30 17:10:53.000174;19;5;;Ireland;D;Ebosele;Udinese
176;2023-06-30 17:10:53.000175;2023-06-30 17:10:53.000175;18;5;;France;D;Sambia;Salernitana
177;2023-06-30 17:10:53.000176;2023-06-30 17:10:53.000176;38;5;;Colombia;D;Lucumi';Bologna
178;2023-06-30 17:10:53.000177;2023-06-30 17:10:53.000177;35;4;;Italy;D;Ferrari A.;Cremonese
179;2023-06-30 17:10:53.000178;2023-06-30 17:10:53.000178;30;4;;Romania;D;Chiriches;Cremonese
180;2023-06-30 17:10:53.000179;2023-06-30 17:10:53.000179;25;4;;Argentina;D;Palomino;Atalanta
181;2023-06-30 17:10:53.000180;2023-06-30 17:10:53.000180;26;4;;Italy;D;Bonifazi;Bologna
182;2023-06-30 17:10:53.000181;2023-06-30 17:10:53.000181;27;4;;Italy;D;Lazzari;Lazio
183;2023-06-30 17:10:53.000182;2023-06-30 17:10:53.000182;24;4;;Netherlands;D;Nuytinck;Sampdoria
184;2023-06-30 17:10:53.000183;2023-06-30 17:10:53.000183;27;4;;Germany;D;Gunter;Sampdoria
185;2023-06-30 17:10:53.000184;2023-06-30 17:10:53.000184;34;4;;Italy;D;Magnani;Verona
186;2023-06-30 17:10:53.000185;2023-06-30 17:10:53.000185;30;4;;Netherlands;D;Zeegelaar;Udinese
187;2023-06-30 17:10:53.000186;2023-06-30 17:10:53.000186;37;4;;Brazil;D;Igor;Fiorentina
188;2023-06-30 17:10:53.000187;2023-06-30 17:10:53.000187;26;4;;Poland;D;Dawidowicz;Verona
189;2023-06-30 17:10:53.000188;2023-06-30 17:10:53.000188;30;4;;Turkey;D;Celik;Roma
190;2023-06-30 17:10:53.000189;2023-06-30 17:10:53.000189;26;4;;Croatia;D;Stojanovic;Empoli
191;2023-06-30 17:10:53.000190;2023-06-30 17:10:53.000190;23;4;;France;D;Amian;Spezia
192;2023-06-30 17:10:53.000191;2023-06-30 17:10:53.000191;32;4;;Austria;D;Daniliuc;Salernitana
193;2023-06-30 17:10:53.000192;2023-06-30 17:10:53.000192;34;4;;Austria;D;Aiwu;Cremonese
194;2023-06-30 17:10:53.000193;2023-06-30 17:10:53.000193;30;4;;Poland;D;Wisniewski;Spezia
195;2023-06-30 17:10:53.000194;2023-06-30 17:10:53.000194;20;3;;Italy;D;Ghiglione;Cremonese
196;2023-06-30 17:10:53.000195;2023-06-30 17:10:53.000195;29;3;;Italy;D;Rugani;Juventus
197;2023-06-30 17:10:53.000196;2023-06-30 17:10:53.000196;32;3;;Italy;D;De Sciglio;Juventus
198;2023-06-30 17:10:53.000197;2023-06-30 17:10:53.000197;28;3;;Italy;D;Bianchetti;Cremonese
199;2023-06-30 17:10:53.000198;2023-06-30 17:10:53.000198;30;3;;Brazil;D;Alex Sandro;Juventus
200;2023-06-30 17:10:53.000199;2023-06-30 17:10:53.000199;37;3;;Italy;D;Murru;Sampdoria
201;2023-06-30 17:10:53.000200;2023-06-30 17:10:53.000200;31;3;;Poland;D;Bereszynski;Napoli
202;2023-06-30 17:10:53.000201;2023-06-30 17:10:53.000201;30;3;;Netherlands;D;Hateboer;Atalanta
203;2023-06-30 17:10:53.000202;2023-06-30 17:10:53.000202;34;3;;Italy;D;Venuti;Fiorentina
204;2023-06-30 17:10:53.000203;2023-06-30 17:10:53.000203;28;3;;France;D;Gravillon;Torino
205;2023-06-30 17:10:53.000204;2023-06-30 17:10:53.000204;19;3;;Brazil;D;Marlon;Monza
206;2023-06-30 17:10:53.000205;2023-06-30 17:10:53.000205;22;3;;Denmark;D;Kjaer;Milan
207;2023-06-30 17:10:53.000206;2023-06-30 17:10:53.000206;27;3;;Italy;D;Pellegrini Lu.;Lazio
208;2023-06-30 17:10:53.000207;2023-06-30 17:10:53.000207;25;3;;Poland;D;Walukiewicz;Empoli
209;2023-06-30 17:10:53.000208;2023-06-30 17:10:53.000208;32;3;;Italy;D;Okoli;Atalanta
210;2023-06-30 17:10:53.000209;2023-06-30 17:10:53.000209;33;3;;Italy;D;Lovato;Salernitana
211;2023-06-30 17:10:53.000210;2023-06-30 17:10:53.000210;19;3;;Croatia;D;Erlic;Sassuolo
212;2023-06-30 17:10:53.000211;2023-06-30 17:10:53.000211;18;3;;Italy;D;Ceccaroni;Lecce
213;2023-06-30 17:10:53.000212;2023-06-30 17:10:53.000212;28;3;;Italy;D;Coppola D.;Verona
214;2023-06-30 17:10:53.000213;2023-06-30 17:10:53.000213;28;3;;Australia;D;Cacace;Empoli
215;2023-06-30 17:10:53.000214;2023-06-30 17:10:53.000214;26;3;;Italy;D;Quagliata;Cremonese
216;2023-06-30 17:10:53.000215;2023-06-30 17:10:53.000215;24;3;;Ireland;D;Abankwah;Udinese
217;2023-06-30 17:10:53.000216;2023-06-30 17:10:53.000216;32;3;;France;D;Guessand A.;Udinese
218;2023-06-30 17:10:53.000217;2023-06-30 17:10:53.000217;28;3;;Colombia;D;Cabal;Verona
219;2023-06-30 17:10:53.000218;2023-06-30 17:10:53.000218;19;2;;Greece;D;Oikonomou;Sampdoria
220;2023-06-30 17:10:53.000219;2023-06-30 17:10:53.000219;29;2;;Albania;D;Dermaku;Lecce
221;2023-06-30 17:10:53.000220;2023-06-30 17:10:53.000220;35;2;;Italy;D;Tonelli;Empoli
222;2023-06-30 17:10:53.000221;2023-06-30 17:10:53.000221;37;2;;Colombia;D;Murillo;Sampdoria
223;2023-06-30 17:10:53.000222;2023-06-30 17:10:53.000222;31;2;;Italy;D;Pezzella Giu.;Lecce
224;2023-06-30 17:10:53.000223;2023-06-30 17:10:53.000223;27;2;;Argentina;D;Fazio;Salernitana
225;2023-06-30 17:10:53.000224;2023-06-30 17:10:53.000224;21;2;;Netherlands;D;Karsdorp;Roma
226;2023-06-30 17:10:53.000225;2023-06-30 17:10:53.000225;28;2;;Italy;D;Marchizza;Sassuolo
227;2023-06-30 17:10:53.000226;2023-06-30 17:10:53.000226;32;2;;Italy;D;Romagna;Sassuolo
228;2023-06-30 17:10:53.000227;2023-06-30 17:10:53.000227;22;2;;Italy;D;Donati;Monza
229;2023-06-30 17:10:53.000228;2023-06-30 17:10:53.000228;24;2;;Italy;D;Gabbia;Milan
230;2023-06-30 17:10:53.000229;2023-06-30 17:10:53.000229;30;2;;Italy;D;Tuia;Lecce
231;2023-06-30 17:10:53.000230;2023-06-30 17:10:53.000230;27;2;;Spain;D;Ferrer;Spezia
232;2023-06-30 17:10:53.000231;2023-06-30 17:10:53.000231;35;2;;USA;D;Dest;Milan
233;2023-06-30 17:10:53.000232;2023-06-30 17:10:53.000232;18;2;;Italy;D;Ruggeri;Atalanta
234;2023-06-30 17:10:53.000233;2023-06-30 17:10:53.000233;27;2;;Bulgaria;D;Antov;Monza
235;2023-06-30 17:10:53.000234;2023-06-30 17:10:53.000234;35;2;;Croatia;D;Pongracic;Lecce
236;2023-06-30 17:10:53.000235;2023-06-30 17:10:53.000235;33;2;;France;D;Soppy;Atalanta
237;2023-06-30 17:10:53.000236;2023-06-30 17:10:53.000236;36;2;;Brazil;D;Ruan;Sassuolo
238;2023-06-30 17:10:53.000237;2023-06-30 17:10:53.000237;38;2;;Norway;D;Ostigard;Napoli
